filepath,language,speaker_id,duration,split
S4256008500320462_0.wav,hindi,S4256008500320462,0.544,train
S4256008500320462_1.wav,hindi,S4256008500320462,0.624,train
S4256008500320462_2.wav,hindi,S4256008500320462,0.89,train
S4256008500320462_3.wav,hindi,S4256008500320462,0.274,train
S4256008500320462_4.wav,hindi,S4256008500320462,0.447,train
S4256008500320462_5.wav,hindi,S4256008500320462,0.64,train
S4256008500320462_6.wav,hindi,S4256008500320462,1.942,train
S4256008500320462_7.wav,hindi,S4256008500320462,3.368,train
S4256008500320462_8.wav,hindi,S4256008500320462,13.351,train
S4256008500320462_9.wav,hindi,S4256008500320462,2.847,train
S4256009000327329_0.wav,hindi,S4256009000327329,3.262,train
S4256009000327329_1.wav,hindi,S4256009000327329,5.366,train
S4256009000327329_2.wav,hindi,S4256009000327329,3.202,train
S4256009000327329_3.wav,hindi,S4256009000327329,7.061,train
S4256009000327329_4.wav,hindi,S4256009000327329,3.745,train
S4256009000327329_5.wav,hindi,S4256009000327329,1.09,train
S4256009000327329_6.wav,hindi,S4256009000327329,2.821,train
S4256009000327329_7.wav,hindi,S4256009000327329,0.822,train
S4256009000327329_8.wav,hindi,S4256009000327329,2.967,train
S4256009000327329_9.wav,hindi,S4256009000327329,1.189,train
S4256013100337112_0.wav,hindi,S4256013100337112,21.324,train
S4256013100337112_1.wav,hindi,S4256013100337112,3.903,train
S4256013100337112_2.wav,hindi,S4256013100337112,5.824,train
S4256013100337112_3.wav,hindi,S4256013100337112,5.771,train
S4256013100337112_4.wav,hindi,S4256013100337112,17.723,train
S4256013100337112_5.wav,hindi,S4256013100337112,3.04,train
S4256013100337112_6.wav,hindi,S4256013100337112,12.892,train
S4256013100337112_7.wav,hindi,S4256013100337112,14.353,train
S4256013100337112_8.wav,hindi,S4256013100337112,9.192,train
S4256013100337112_9.wav,hindi,S4256013100337112,26.301,train
S4256023600322193_0.wav,hindi,S4256023600322193,8.608,train
S4256023600322193_1.wav,hindi,S4256023600322193,8.703,train
S4256023600322193_2.wav,hindi,S4256023600322193,5.631,train
S4256023600322193_3.wav,hindi,S4256023600322193,8.033,train
S4256023600322193_4.wav,hindi,S4256023600322193,8.894,train
S4256023600322193_5.wav,hindi,S4256023600322193,9.761,train
S4256023600322193_6.wav,hindi,S4256023600322193,11.679,train
S4256023600322193_7.wav,hindi,S4256023600322193,5.632,train
S4256023600322193_8.wav,hindi,S4256023600322193,7.839,train
S4256023600322193_9.wav,hindi,S4256023600322193,16.995,train
S4256030900322614_0.wav,hindi,S4256030900322614,1.048,train
S4256030900322614_1.wav,hindi,S4256030900322614,2.926,train
S4256030900322614_2.wav,hindi,S4256030900322614,1.115,train
S4256030900322614_3.wav,hindi,S4256030900322614,4.392,train
S4256030900322614_4.wav,hindi,S4256030900322614,0.501,train
S4256030900322614_5.wav,hindi,S4256030900322614,3.521,train
S4256030900322614_6.wav,hindi,S4256030900322614,10.994,train
S4256030900322614_7.wav,hindi,S4256030900322614,5.768,train
S4256030900322614_8.wav,hindi,S4256030900322614,2.265,train
S4256030900322614_9.wav,hindi,S4256030900322614,8.248,train
S4256042000322118_0.wav,hindi,S4256042000322118,0.731,train
S4256042000322118_1.wav,hindi,S4256042000322118,0.714,train
S4256042000322118_2.wav,hindi,S4256042000322118,2.912,train
S4256042000322118_3.wav,hindi,S4256042000322118,3.351,train
S4256042000322118_4.wav,hindi,S4256042000322118,3.05,train
S4256042000322118_5.wav,hindi,S4256042000322118,4.891,train
S4256042000322118_6.wav,hindi,S4256042000322118,14.321,train
S4256042000322118_7.wav,hindi,S4256042000322118,1.731,train
S4256042000322118_8.wav,hindi,S4256042000322118,2.115,train
S4256042000322118_9.wav,hindi,S4256042000322118,2.746,train
S4256045400337120_0.wav,hindi,S4256045400337120,13.503,train
S4256045400337120_1.wav,hindi,S4256045400337120,7.84,train
S4256045400337120_2.wav,hindi,S4256045400337120,3.616,train
S4256045400337120_3.wav,hindi,S4256045400337120,10.248,train
S4256045400337120_4.wav,hindi,S4256045400337120,11.487,train
S4256045400337120_5.wav,hindi,S4256045400337120,16.673,train
S4256045400337120_6.wav,hindi,S4256045400337120,9.278,train
S4256045400337120_7.wav,hindi,S4256045400337120,7.648,train
S4256045400337120_8.wav,hindi,S4256045400337120,7.457,train
S4256045400337120_9.wav,hindi,S4256045400337120,18.977,train
S4256047700337353_0.wav,hindi,S4256047700337353,0.749,train
S4256047700337353_1.wav,hindi,S4256047700337353,1.007,train
S4256047700337353_2.wav,hindi,S4256047700337353,1.4,train
S4256047700337353_3.wav,hindi,S4256047700337353,3.436,train
S4256047700337353_4.wav,hindi,S4256047700337353,13.438,train
S4256047700337353_5.wav,hindi,S4256047700337353,10.049,train
S4256047700337353_6.wav,hindi,S4256047700337353,6.496,train
S4256047700337353_7.wav,hindi,S4256047700337353,9.366,train
S4256047700337353_8.wav,hindi,S4256047700337353,0.83,train
S4256047700337353_9.wav,hindi,S4256047700337353,2.175,train
S4256048200336266_0.wav,hindi,S4256048200336266,0.813,train
S4256048200336266_1.wav,hindi,S4256048200336266,7.249,train
S4256048200336266_2.wav,hindi,S4256048200336266,11.262,train
S4256048200336266_3.wav,hindi,S4256048200336266,13.03,train
S4256048200336266_4.wav,hindi,S4256048200336266,10.86,train
S4256048200336266_5.wav,hindi,S4256048200336266,5.623,train
S4256048200336266_6.wav,hindi,S4256048200336266,10.197,train
S4256048200336266_7.wav,hindi,S4256048200336266,16.9809,train
S4256048200336266_8.wav,hindi,S4256048200336266,4.625,train
S4256048200336266_9.wav,hindi,S4256048200336266,7.934,train
S4256066300326902_0.wav,hindi,S4256066300326902,17.537,train
S4256066300326902_1.wav,hindi,S4256066300326902,1.312,train
S4256066300326902_2.wav,hindi,S4256066300326902,2.175,train
S4256066300326902_3.wav,hindi,S4256066300326902,0.544,train
S4256066300326902_4.wav,hindi,S4256066300326902,4.192,train
S4256066300326902_5.wav,hindi,S4256066300326902,6.93,train
S4256066300326902_6.wav,hindi,S4256066300326902,1.312,train
S4256066300326902_7.wav,hindi,S4256066300326902,16.594,train
S4256066300326902_8.wav,hindi,S4256066300326902,19.936,train
S4256066300326902_9.wav,hindi,S4256066300326902,3.616,train
S4256066400337654_0.wav,hindi,S4256066400337654,0.624,train
S4256066400337654_1.wav,hindi,S4256066400337654,19.436,train
S4256066400337654_2.wav,hindi,S4256066400337654,13.407,train
S4256066400337654_3.wav,hindi,S4256066400337654,6.976,train
S4256066400337654_4.wav,hindi,S4256066400337654,0.462,train
S4256066400337654_5.wav,hindi,S4256066400337654,14.656,train
S4256066400337654_6.wav,hindi,S4256066400337654,7.038,train
S4256066400337654_7.wav,hindi,S4256066400337654,0.655,train
S4256066400337654_8.wav,hindi,S4256066400337654,0.624,train
S4256066400337654_9.wav,hindi,S4256066400337654,0.647,train
S4256075400325722_0.wav,hindi,S4256075400325722,0.731,train
S4256075400325722_1.wav,hindi,S4256075400325722,0.786,train
S4256075400325722_2.wav,hindi,S4256075400325722,13.619,train
S4256075400325722_3.wav,hindi,S4256075400325722,12.391,train
S4256075400325722_4.wav,hindi,S4256075400325722,0.35,train
S4256075400325722_5.wav,hindi,S4256075400325722,4.536,train
S4256075400325722_6.wav,hindi,S4256075400325722,1.439,train
S4256075400325722_7.wav,hindi,S4256075400325722,4.096,train
S4256075400325722_8.wav,hindi,S4256075400325722,0.889,train
S4256075400325722_9.wav,hindi,S4256075400325722,4.96,train
S4256082600326910_0.wav,hindi,S4256082600326910,1.844,train
S4256082600326910_1.wav,hindi,S4256082600326910,1.984,train
S4256082600326910_2.wav,hindi,S4256082600326910,2.174,train
S4256082600326910_3.wav,hindi,S4256082600326910,2.271,train
